,icd9_code,icd10_code,rank,reason
5893,99672,T829XXA,2,"Unspecified complication of cardiac and vascular prosthetic device, implant and graft provides a broader category that covers complications not specifically listed."
5894,99672,T82817A,3,"Embolism due to cardiac prosthetic devices is a specific complication that could arise from such devices, aligning with the concept of complications."
5895,99672,T82827A,4,Fibrosis due to cardiac prosthetic devices is a specific complication that is relevant to the context of cardiac devices.
5896,99672,T82837A,5,Hemorrhage due to cardiac prosthetic devices is another specific complication that can arise from such devices.
5897,99672,T82847A,6,"Pain due to cardiac prosthetic devices is a recognized complication, although more subjective than others listed."
5898,99672,T82867A,7,"Thrombosis due to cardiac prosthetic devices is a specific complication that can occur, relating to the context of cardiac interventions."
5899,99672,T82855A,8,Stenosis of coronary artery stent is a specific complication that is somewhat more specialized than general complications.
5900,99672,T82857A,9,Stenosis of other cardiac prosthetic devices is specific but may not encompass the broad range of complications implied by the ICD-9 code.
5901,99673,T82898A,1,"Other specified complication of vascular prosthetic devices, implants and grafts is the most general and inclusive match for 'other complications due to renal dialysis device, implant, and graft'."
5902,99673,T82818A,2,"Embolism due to vascular prosthetic devices, implants and grafts is a specific complication that could be related to renal dialysis devices."
5903,99673,T82828A,3,"Fibrosis due to vascular prosthetic devices, implants and grafts represents a specific complication that could occur with the use of dialysis devices."
5904,99673,T82838A,4,"Hemorrhage due to vascular prosthetic devices, implants and grafts could be a potential complication arising from the use of dialysis devices."
5905,99673,T82848A,5,"Pain due to vascular prosthetic devices, implants and grafts may occur as a complication of dialysis devices."
5906,99673,T82858A,6,"Stenosis of other vascular prosthetic devices, implants and grafts could be a complication related to the vascular access used in dialysis."
5907,99673,T82868A,7,"Thrombosis due to vascular prosthetic devices, implants and grafts is a specific complication that may arise from dialysis devices."
5908,99674,T82898A,1,Directly corresponds to 'Other specified complication' which aligns with the 'Other complications' in the ICD-9 description.
5909,99674,T829XXA,2,"Covers 'Unspecified complication', which is a broader category and can encompass various complications similar to those described in the ICD-9."
5910,99674,T82818A,3,"Specific to embolism, which is a recognized complication of vascular devices, implants, and grafts."
5911,99674,T82828A,4,"Specific to fibrosis, another potential complication associated with vascular devices."
5912,99674,T82838A,5,"Specific to hemorrhage, which is a significant complication that can arise from vascular devices."
5913,99674,T82848A,6,"Pain can be a complication resulting from the use of vascular devices, aligning with the general idea of complications."
5914,99674,T82856A,7,Stenosis of a peripheral vascular stent is a specific complication related to vascular devices.
5915,99674,T82858A,8,Stenosis of other vascular prosthetic devices is a specific complication that could apply to the general category of complications in the ICD-9.
5916,99674,T82868A,9,"Thrombosis is another specific complication that can occur with vascular devices, although not as general as 'other complications'."
5917,99675,T85890A,1,This code captures 'other specified complication' which aligns closely with the general description of 'other complications' from the ICD-9 code.
5918,99675,T85810A,2,"Embolism is a specific complication that can occur due to the presence of prosthetic devices, making it relevant to the broader category of complications."
5919,99675,T85820A,3,Fibrosis is a recognized complication that can arise from the presence of implants or devices in the nervous system.
5920,99675,T85830A,4,"Hemorrhage is a serious complication that can be associated with nervous system devices, making it a relevant candidate."
5921,99675,T85840A,5,"Pain is a common complication related to implants and devices, making it semantically relevant to the ICD-9 description."
5922,99675,T85850A,6,"Stenosis can occur as a complication of implants or devices, thus it is relevant to the description of complications."
5923,99675,T85860A,7,"Thrombosis is a recognized complication that can occur due to the presence of prosthetic devices, making it relevant."
5924,99676,T8389XA,1,"Other specified complication of genitourinary prosthetic devices, implants and grafts, initial encounter is the closest match to 'Other complications' in the ICD-9 description."
5925,99676,T839XXA,2,"Unspecified complication of genitourinary prosthetic device, implant and graft, initial encounter is a broader category that still aligns with complications due to devices."
5926,99676,T8381XA,3,"Embolism due to genitourinary prosthetic devices, implants and grafts, initial encounter specifies a type of complication that can occur."
5927,99676,T8382XA,4,"Fibrosis due to genitourinary prosthetic devices, implants and grafts, initial encounter describes a specific type of complication."
5928,99676,T8383XA,5,"Hemorrhage due to genitourinary prosthetic devices, implants and grafts, initial encounter indicates a specific complication."
5929,99676,T8384XA,6,"Pain due to genitourinary prosthetic devices, implants and grafts, initial encounter refers to a common complication."
5930,99676,T8385XA,7,"Stenosis due to genitourinary prosthetic devices, implants and grafts, initial encounter refers to a specific complication that may arise."
5931,99676,T8386XA,8,"Thrombosis due to genitourinary prosthetic devices, implants and grafts, initial encounter specifies another specific complication."
5932,99677,T8489XA,1,This code represents 'Other specified complication' which aligns closely with 'Other complications' in the ICD-9 description.
5933,99677,T849XXA,2,"This code represents 'Unspecified complication', which can encompass a variety of complications related to internal joint prosthesis, although less specific than T8489XA."
5934,99677,T8484XA,3,"Pain is a common complication associated with internal joint prostheses, making this a relevant candidate."
5935,99677,T8481XA,4,"Embolism is a serious complication that can occur with internal joint prostheses, though it is more specific than 'other complications'."
5936,99677,T8483XA,5,"Hemorrhage is a recognized complication from joint prosthesis, but it is more specific than 'other complications'."
5937,99677,T8482XA,6,Fibrosis can occur due to prosthetic devices but is again more specific than the general term 'other complications'.
5938,99677,T8485XA,7,Stenosis is a potential complication but is specific and may not cover the broader 'other complications' scope.
5939,99677,T8486XA,8,Thrombosis is specific and may not represent the broader range of complications associated with internal joint prostheses.
5940,99678,T8489XA,1,This code captures 'other specified complications' which aligns closely with the 'other complications' description in the ICD-9 code.
5941,99678,T849XXA,2,"This code is for 'unspecified complications', which is a broader category but still relevant to complications from orthopedic devices."
5942,99678,T8481XA,3,"Embolism is a specific complication that can arise from orthopedic devices, making it a relevant candidate."
5943,99678,T8483XA,4,"Hemorrhage is a specific complication that can occur, thus it is relevant to the context of complications from orthopedic devices."
5944,99678,T8484XA,5,"Pain is a common complication associated with orthopedic devices, making this code relevant."
5945,99678,T8482XA,6,"Fibrosis can be a complication related to orthopedic devices, although it may be less common than others."
5946,99678,T8485XA,7,Stenosis can occur due to orthopedic devices but is more specific and less broadly applicable than 'other complications'.
5947,99678,T8486XA,8,Thrombosis is a specific complication but is less directly related to the general category of 'other complications' than the higher-ranked codes.
5948,99679,T85898A,1,"This code captures 'other specified complication', which aligns closely with the general description of 'other complications' in the ICD-9 code."
5949,99679,T85818A,2,"Embolism is a specific type of complication that can arise from internal prosthetic devices, making it a relevant match."
5950,99679,T85828A,3,"Fibrosis is a known complication related to prosthetic devices and is a specific manifestation, thus a relevant match."
5951,99679,T85838A,4,"Hemorrhage is a specific complication that can occur with internal prosthetic devices, making it semantically relevant."
5952,99679,T85848A,5,"Pain is a common complication associated with prosthetic devices, which makes this code relevant."
5953,99679,T85858A,6,"Stenosis can occur due to internal prosthetic devices and is a specific complication, thus relevant."
5954,99679,T85868A,7,"Thrombosis is another specific complication that can arise from internal prosthetic devices, making it a valid match."
5955,99680,T8690,1,"This code refers specifically to unspecified complications, aligning closely with the ICD-9 description."
5956,99680,T8699,2,"This code covers other complications, which is a broad category but still relates to the general concept of complications."
5957,99680,T8691,3,"Rejection is a specific type of complication, making it relevant but not as general as T8690."
5958,99680,T8692,4,"Failure is another specific complication type, which is relevant but less broad than T8690 and T8699."
5959,99681,T8610,1,Unspecified complication of kidney transplant directly relates to complications arising from a transplanted kidney.
5960,99681,T8611,2,"Kidney transplant rejection is a specific type of complication that can occur post-transplant, making it a relevant choice."
5961,99681,T8612,3,"Kidney transplant failure is also a specific complication related to the transplanted kidney, though it indicates a more severe outcome than general complications."
5962,99682,T8640,1,Unspecified complication of liver transplant directly corresponds to the general category of complications related to liver transplants.
5963,99682,T8641,2,"Liver transplant rejection is a specific type of complication that can arise from a transplanted liver, making it relevant but more specific than the general complication."
5964,99682,T8642,3,"Liver transplant failure is also a specific complication but implies a more severe outcome than general complications, making it less directly synonymous with 'complications' as a broad category."
5965,99683,T8620,1,Unspecified complication of heart transplant is directly related to complications of a transplanted heart.
5966,99683,T8621,2,Heart transplant rejection is a specific type of complication that can occur after a heart transplant.
5967,99683,T8622,3,Heart transplant failure is also a specific complication related to a transplanted heart but more severe and specific than general complications.
5968,99684,T86819,1,"Unspecified complication of lung transplant is the broadest match, covering all complications related to lung transplant."
5969,99684,T86810,2,"Lung transplant rejection is a specific complication of lung transplant, fitting under the category of complications."
5970,99684,T86811,3,Lung transplant failure is also a specific complication but can be considered a more severe or different issue than general complications.
5971,99685,T8600,1,Unspecified complication of bone marrow transplant is a direct match to the general concept of complications.
5972,99685,T8609,2,"Other complications of bone marrow transplant also aligns with the concept of complications, though it is less specific than T8600."
5973,99685,T8601,3,"Bone marrow transplant rejection is a specific type of complication, making it relevant but more specific than the general term used in ICD-9."
5974,99685,T8602,4,"Bone marrow transplant failure is also a specific complication, but it does not encompass all complications as broadly as the other options."
5975,99686,T86891,1,"Directly relates to failure of the transplanted pancreas, which is a complication."
5976,99686,T86890,2,"Related to rejection of transplanted tissue, which can be a complication of a transplanted pancreas."
5977,99686,T86899,3,"General unspecified complication of transplanted tissue, less specific than the others."
5978,99687,T86859,1,Unspecified complication of intestine transplant is a broad match to complications of transplanted intestine.
5979,99687,T86851,2,Intestine transplant failure is a specific type of complication that can arise after a transplant.
5980,99687,T86850,3,Intestine transplant rejection is a specific complication but is more focused on rejection rather than general complications.
5981,99689,T86899,1,"This code captures unspecified complications of other transplanted tissue, making it the most general and thus a good match for 'other specified transplanted organ'."
5982,99689,T86890,2,"This code specifically refers to rejection of transplanted tissue, which is a common complication that could arise from a transplanted organ."
5983,99689,T86891,3,"This code refers to failure of transplanted tissue, which is also relevant but is more specific than the general complications noted in the ICD-9 description."
5984,99701,G9782,1,"Directly relates to postprocedural complications of the nervous system, which aligns closely with central nervous system complications."
5985,99701,G9781,2,"Relates to intraoperative complications of the nervous system, but is less specific to the central nervous system than postprocedural complications."
5986,99702,I97821,1,Postprocedural cerebrovascular infarction aligns closely with iatrogenic events occurring after surgical procedures.
5987,99702,I97811,2,"Intraoperative cerebrovascular infarction is related to iatrogenic events but is specifically during surgery, making it less directly related than postprocedural."
5988,99709,G9782,1,"Directly relates to complications of the nervous system occurring after a procedure, aligning with 'other nervous system complications'."
5989,99709,G9781,2,"Refers to intraoperative complications of the nervous system, which can fall under the category of nervous system complications."
5990,99709,G970,3,"While it addresses a specific complication (cerebrospinal fluid leak), it is more narrowly focused and does not encompass the broader category of 'other nervous system complications'."
5991,99709,G038,4,Meningitis is a specific condition and does not align well with the general category of 'other nervous system complications'.
5992,9971,I9788,1,"Specific to intraoperative complications of the circulatory system, aligning with 'cardiac complications' contextually."
5993,9971,I97790,2,"Describes other intraoperative cardiac functional disturbances, relevant to cardiac complications."
5994,9971,I97710,3,"Specifically refers to intraoperative cardiac arrest, a type of cardiac complication."
5995,9971,I9789,4,"Addresses postprocedural complications of the circulatory system, but less directly related to the cardiac complications specified."
5996,9972,T81719A,1,Complication related to an artery aligns with vascular complications.
5997,9972,T8172XA,2,Complication related to a vein is also a vascular issue but less specific than arterial complications.
5998,99739,J9588,1,"This code specifically addresses intraoperative complications of the respiratory system, aligning well with the notion of respiratory complications."
5999,99739,J9589,2,"This code pertains to postprocedural complications of the respiratory system, which is a relevant type of respiratory complication."
6000,99739,J95859,3,"This code refers to complications related to ventilators, which may not broadly cover 'other respiratory complications' as effectively as the previous codes."
6001,99749,K9189,1,"This code encompasses other postprocedural complications and disorders of the digestive system, aligning closely with the unspecified nature of 'other digestive system complications'."
6002,99749,K9181,2,"This code refers to other intraoperative complications of the digestive system, which can be considered under the broader category of digestive system complications."
6003,99749,K9130,3,"Postprocedural intestinal obstruction is a specific complication that can arise as a result of surgical procedures affecting the digestive system, making it relevant."
6004,99749,K9131,4,"Postprocedural partial intestinal obstruction is a more specific type of complication related to digestive system issues post-surgery, thus relevant."
6005,99749,K9132,5,"Postprocedural complete intestinal obstruction is another specific complication that can occur post-surgery, aligning with the concept of digestive system complications."
6006,99749,K9182,6,"Postprocedural hepatic failure is a serious complication that falls under digestive system issues post-procedure, but is more specific than 'other complications'."
6007,99749,K9183,7,"Postprocedural hepatorenal syndrome is a specific complication that can arise after digestive procedures, but is narrower in scope compared to the broader category of other complications."
6008,99779,T81718A,1,"This code specifically refers to complications of arteries, which aligns with 'vascular complications of other vessels' as it includes arterial complications."
6009,99779,T8172XA,2,"While this code refers to complications of veins, it is still related to vascular complications, but is less specific than the arterial complication."
6010,99799,E8989,1,This code relates to postprocedural complications and is the most aligned with the notion of unspecified complications affecting body systems.
6011,99799,I9789,2,"This code refers to postprocedural complications in the circulatory system, which can be seen as affecting a body system, though it's more specific than E8989."
6012,99799,M9689,3,"This code pertains to musculoskeletal complications, also representing a complication affecting a body system, but is less general than E8989."
6013,99799,H5989,4,"This code addresses postprocedural complications of the eye and adnexa, which is a specific body system, but less relevant than the broader categories above."
6014,99799,H5988,5,"Similar to H5989, this code deals with intraoperative complications of the eye and adnexa, being specific but still less relevant than the higher-ranked codes."
6015,99799,H59099,6,"This code covers unspecified disorders of the eye post-cataract surgery, which is quite specific and less related to the general concept of complications across other body systems."
6016,9984,T81509A,1,General match for foreign body left in body without specifying the complication.
6017,9984,T81519A,2,"Specific to adhesions, a possible complication from a foreign body left in the body."
6018,9984,T81529A,3,"Specific to obstruction, a possible complication from a foreign body left in the body."
6019,9984,T81539A,4,"Specific to perforation, a possible complication from a foreign body left in the body."
6020,99859,T814XXA,1,"This code directly addresses postoperative infections, making it a more general match for 'Other postoperative infection'."
6021,99859,K6811,2,"This code specifies a type of postoperative complication (abscess) but is more specific than the original description, which is broader."
6022,9987,T8161XA,1,Specificity in describing aseptic peritonitis due to a foreign substance aligns closely with the acute reaction.
6023,9987,T8169XA,2,"General acute reaction to a foreign substance, but lacks the specificity of the first code."
6024,99939,T8029XA,1,"This code specifically addresses infection following infusion, transfusion, and therapeutic injection, matching the broader context of the ICD-9 description."
6025,99939,T880XXA,2,"While this code relates to infection following immunization, it is more specific to vaccinations and does not encompass the broader category of infusions and transfusions."
6026,99988,T8089XA,1,Specificity in describing other complications following infusion aligns closely with the 'Other infusion reaction' description.
6027,99988,T8090XA,2,"Unspecified complication is broader and less specific than 'Other infusion reaction', making it a less optimal match."
6028,9999,T888XXA,1,This code specifies 'other specified complications' which aligns closely with 'other and unspecified complications' in the ICD-9 description.
6029,9999,T889XXA,2,"This code is more general, describing complications as 'unspecified'. It is less specific than T888XXA but still relates to complications of medical care."
6030,E0299,Y9389,1,"This code directly corresponds to 'other specified' activities, which aligns closely with the general description of 'other activity' in ICD-9."
6031,E0299,Y9385,2,"This code is specific to 'choking game', which is a particular type of activity and does not encompass the broader category of 'other activity'."
6032,E8191,V499XXA,1,"This code refers to a car occupant injured in an unspecified traffic accident, which closely matches the description of a passenger injured in a motor vehicle accident of unspecified nature."
6033,E8191,V599XXA,2,"This code specifically refers to occupants of a pick-up truck or van injured in an unspecified traffic accident. While it specifies the type of vehicle, it still relates to the general category of motor vehicle accidents."
6034,E8191,V699XXA,3,"This code refers to occupants of heavy transport vehicles injured in an unspecified traffic accident. Although it is related to vehicle accidents, it is less applicable due to the specificity of the vehicle type compared to the broader category of motor vehicle traffic accidents."
6035,E8210,V8659XA,1,"This code specifically refers to a driver of an off-road motor vehicle injured in a nontraffic accident, aligning closely with the ICD-9 description."
6036,E8210,V8656XA,2,"While this code refers to a driver of a dirt bike or motor/cross bike, it is less applicable since the ICD-9 code does not specify motorcycle-related injuries."
6037,E8211,V8669XA,1,More specific match to 'other off-road motor vehicle' as it includes special all-terrain vehicles.
6038,E8211,V8666XA,2,"Less specific as it refers specifically to dirt bikes or motor/cross bikes, which may not cover the broader category of off-road vehicles."
6039,E8218,V8679XA,1,"This code specifically addresses injuries related to 'other off-road motor vehicles', which aligns closely with the description of the ICD-9 code."
6040,E8218,V8676XA,2,"While this code pertains to injuries on a dirt bike or motor/cross bike, it is more specific and does not cover 'other off-road motor vehicles' as described in the ICD-9 code."
6041,E8219,V8699XA,1,"More general and specific to 'other off-road motor vehicle', matching the description of the ICD-9 code."
6042,E8219,V8696XA,2,"Specific to dirt bikes or motor/cross bikes, which is a narrower category than 'other off-road motor vehicle'."
6043,E8389,V9489XA,1,This code matches the 'other' specification of the accident type and is specific to water transport accidents.
6044,E8389,V949XXA,2,"This code is less specific as it refers to an 'unspecified' water transport accident, making it a suitable but less precise match."
6045,E8789,Y839,1,"Directly corresponds to surgical procedures causing abnormal reactions or complications, matching the ICD-9 description closely."
6046,E8789,Y849,2,"While it refers to medical procedures causing abnormal reactions or complications, it does not specify surgical procedures, making it less precise."
6047,E8843,W050XXA,1,"Directly describes a fall from a non-moving wheelchair, which is synonymous with the ICD-9 description."
6048,E8843,W051XXA,2,"Describes a fall from a non-moving nonmotorized scooter, which is somewhat related but not specific to wheelchair use."
6049,E8843,W052XXA,3,"Describes a fall from a non-moving motorized mobility scooter, which is the least relevant as it pertains to a different type of mobility device."
6050,E8849,W1789XA,1,"This code directly corresponds to 'Other fall from one level to another', making it the most specific match."
6051,E8849,W1781XA,2,"This code describes a fall down an embankment, which is a specific type of fall from one level to another, but it is more specific than 'other'."
6052,E8849,W14XXXA,3,"This code refers to a fall from a tree, which is a specific type of fall but does not relate to the general concept of 'other accidental fall from one level to another'."
6053,E8851,V00111A,1,"Directly matches the description of a fall from roller skates, specifying the type of roller skates (in-line) and encounter."
6054,E8851,V00151A,2,"Describes a fall from a different type of roller skate (heelies), which is not synonymous with the original description."
6055,E9205,W460XXA,1,Directly matches the description of contact with a hypodermic needle without contamination.
6056,E9205,W461XXA,2,"Related to contact with a hypodermic needle but specifies contamination, which is not indicated in the original ICD-9 description."
6057,E9208,W268XXA,1,"This code refers to contact with other sharp objects, which aligns well with the concept of accidents caused by cutting and piercing instruments."
6058,E9208,W262XXA,2,"This code specifies contact with the edge of stiff paper, which is a type of sharp object but is less general than the previous code."
6059,E9208,W269XXA,3,"This code refers to contact with unspecified sharp objects, which is somewhat relevant but lacks specificity regarding the type of sharp object."
6060,E9208,W458XXA,4,"This code describes a foreign body entering through the skin, which is less directly related to cutting and piercing instruments compared to the other options."
6061,E9228,W3409XA,1,"Directly corresponds to accidental discharge from other specified firearms, which aligns closely with the description of 'other specified firearm missile'."
6062,E9228,W34018A,2,"Refers to accidental discharge of a specific type of gun (gas, air, or spring-operated), which is less relevant to the general category of 'other specified firearm missile'."
6063,E9270,X500XXA,1,Directly matches the description of overexertion from strenuous movement and specifies it as the initial encounter.
6064,E9270,X500XXD,2,"Also matches the description of overexertion from strenuous movement but specifies it as a subsequent encounter, making it less relevant than the initial encounter."
6065,E9271,X501XXA,1,"This code represents the initial encounter for overexertion from prolonged static or awkward postures, which closely aligns with the description of overexertion from a prolonged static position."
6066,E9271,X501XXD,2,"This code represents a subsequent encounter for overexertion from prolonged static or awkward postures. While it is related, it is less specific than the initial encounter code."
6067,E9273,X503XXA,1,"This code specifically addresses overexertion from repetitive movements and is marked as the initial encounter, which aligns well with the notion of cumulative trauma from repetitive motion."
6068,E9273,X503XXD,2,"This code also addresses overexertion from repetitive movements but is for a subsequent encounter. While it is relevant, it is less specific to the initial occurrence of cumulative trauma."
6069,E9278,X509XXA,1,"This code matches the description of overexertion and strenuous movements, and it indicates the initial encounter, which aligns well with the ICD-9 description."
6070,E9278,X509XXD,2,"This code also matches the description of overexertion and strenuous movements but is for a subsequent encounter, making it less specific to the initial occurrence described in the ICD-9 code."
6071,E9279,X509XXA,1,This code matches the description of unspecified overexertion and is specific to the initial encounter.
6072,E9279,X509XXD,2,"This code also matches the description of unspecified overexertion but is for a subsequent encounter, making it less applicable than the initial encounter code."
6073,E9290,V899XXS,1,"Most general code for unspecified vehicle accident sequela, closely matches late effects of motor vehicle accident."
6074,E9290,V892XXS,2,"Covers unspecified motor-vehicle accident, which is a direct match to motor vehicle accidents."
6075,E9290,V878XXS,3,"Covers other specified noncollision transport accidents involving motor vehicle, relevant to late effects."
6076,E9290,V877XXS,4,"Covers unspecified collisions involving motor vehicles, relevant to late effects of motor vehicle accidents."
6077,E9290,V870XXS,5,"Specific to collision between car and two- or three-wheeled powered vehicle, relevant for late effects."
6078,E9290,V871XXS,6,"Specific to collision between other motor vehicles and two- or three-wheeled motor vehicles, relevant for late effects."
6079,E9290,V872XXS,7,"Specific to collision between car and pick-up truck or van, relevant for late effects."
6080,E9290,V873XXS,8,"Specific to collision between car and bus, relevant for late effects."
6081,E9290,V874XXS,9,"Specific to collision between car and heavy transport vehicle, relevant for late effects."
6082,E9290,V875XXS,10,"Specific to collision between heavy transport vehicle and bus, relevant but less common."
6083,E9290,V876XXS,11,"Specific to collision between railway train and car, relevant but less common."
6084,E9290,V893XXS,12,"Specific to unspecified nonmotor-vehicle accidents, less relevant for motor vehicle late effects."
6085,E9290,V899XXS,13,"General code for unspecified vehicle accidents, less relevant than others."
6086,E9291,V988XXS,1,"This code specifically refers to other specified transport accidents, which aligns closely with the 'other transport accident' description."
6087,E9291,V891XXS,2,"This code pertains to unspecified nonmotor-vehicle accidents, which could be a broader category of transport accidents but lacks specificity."
6088,E9291,V889XXS,3,"This code relates to other specified transport accidents involving nonmotor vehicles, which is similar but more specific in terms of vehicle type."
6089,E9291,V9789XS,4,"This code covers other air transport accidents, but it is more specific to air transport, which may not fully encompass all 'other transport accidents'."
6090,E9291,V99XXXS,5,"This code is for unspecified transport accidents, which is quite general and does not specify the type of accident, making it the least preferable match."
6091,E9293,W1789XS,1,Directly relates to falls and specifically addresses late effects (sequela) of other falls.
6092,E9293,W1800XS,2,"Involves falls due to striking against an object, indicating a mechanism of fall with late effects (sequela)."
6093,E9293,W1830XS,3,"Describes falls on the same level with late effects (sequela), relevant to the context of accidental falls."
6094,E9293,W19XXXS,4,"General term for unspecified falls with late effects (sequela), least specific but still related."
6095,E9295,X398XXS,1,"This code directly relates to exposure to forces of nature, which aligns with the description of 'natural and environmental factors' in the ICD-9 code."
6096,E9295,W99XXXS,2,"This code refers to exposure to environmental factors, though it specifies man-made factors, it is less relevant compared to exposure to natural forces."
6097,E9295,W92XXXS,3,"This code specifies exposure to excessive heat of man-made origin, which is a specific instance of environmental factors but does not directly relate to natural factors."
6098,E9298,X509XXS,1,"This code covers other and unspecified overexertion, which aligns closely with the general nature of late effects from accidents."
6099,E9298,X500XXS,2,"This code is specific to overexertion from strenuous movement, which can be a consequence of an accident, thus making it a relevant match."
6100,E9298,X501XXS,3,"This code pertains to overexertion from prolonged static or awkward postures, which may also arise as a late effect from certain types of accidents."
6101,E9298,X503XXS,4,"This code relates to overexertion from repetitive movements, which can be a consequence of accidents, though it is less directly tied than the previous options."
6102,E9298,Y33XXXS,5,"This code pertains to other specified events of undetermined intent, which is too vague and does not clearly align with the concept of late effects from accidents."
6103,E954,X718XXA,1,"This code specifies 'other intentional self-harm by drowning and submersion', which closely aligns with the ICD-9 description of suicide and self-inflicted injury by drowning, making it a direct match."
6104,E954,X719XXA,2,"This code indicates 'intentional self-harm by drowning and submersion, unspecified', which is less specific than the first code but still relevant to the concept of self-inflicted injury by drowning."
6105,E969,Y0889XS,1,"Assault by other specified means, sequela - captures the broad category of injuries purposely inflicted by others."
6106,E969,Y01XXXS,2,"Assault by pushing from high place, sequela - a specific type of assault that fits under injuries inflicted by others."
6107,E969,Y040XXS,3,"Assault by unarmed brawl or fight, sequela - related to injuries caused by human actions."
6108,E969,Y041XXS,4,"Assault by human bite, sequela - another specific type of assault that fits the description."
6109,E969,Y030XXS,5,"Assault by being hit or run over by motor vehicle, sequela - related to injuries from human actions."
6110,E969,Y048XXS,6,"Assault by other bodily force, sequela - encompasses a variety of injuries inflicted by others."
6111,E969,X929XXS,7,"Assault by drowning and submersion, unspecified, sequela - a specific form of assault."
6112,E969,X959XXS,8,"Assault by unspecified firearm discharge, sequela - specific but too focused on firearms."
6113,E969,X969XXS,9,"Assault by unspecified explosive, sequela - specific but limited to explosives."
6114,E969,X989XXS,10,"Assault by unspecified hot objects, sequela - specific but limited to hot objects."
6115,E969,X999XXS,11,"Assault by unspecified sharp object, sequela - specific but limited to sharp objects."
6116,E969,no_good_match,12,no_good_match
6117,E977,Y35003S,1,"Specific to firearm discharge, relates directly to legal intervention and its late effects."
6118,E977,Y35103S,2,"Specific to explosives, relates directly to legal intervention and its late effects."
6119,E977,Y35203S,3,"Specific to gas, relates directly to legal intervention and its late effects."
6120,E977,Y35303S,4,"Specific to blunt objects, relates directly to legal intervention and its late effects."
6121,E977,Y35403S,5,"Specific to sharp objects, relates directly to legal intervention and its late effects."
6122,E977,Y35893S,6,"Covers other specified means, relates to legal intervention and its late effects."
6123,E977,Y3593XS,7,"General unspecified means of legal intervention, relates to late effects but less specific."
6124,E9958,Y36490A,1,"The code specifically addresses war operations involving conventional warfare for military personnel, which aligns closely with the ICD-9 description."
6125,E9958,Y36491A,2,"This code pertains to civilian involvement in war operations involving conventional warfare. While it is a relevant aspect of the description, it is less specific to the military context indicated in the ICD-9 code."
6126,E9990,Y36010S,1,"Directly relates to war operations involving explosions, specifically depth charges, and indicates sequela."
6127,E9990,Y36030S,2,"Relates to war operations involving explosions from sea-based artillery shells, indicating sequela."
6128,E9990,Y36050S,3,"Concerns accidental detonation of onboard marine weapons in war operations, indicating sequela."
6129,E9990,Y36141S,4,"Involves destruction of aircraft due to accidental detonation of munitions, though refers to civilian rather than military personnel."
6130,E9990,Y36191S,5,Involves other forms of destruction of aircraft related to war operations but specifies civilian context.
6131,E9990,Y36200S,6,"Covers unspecified explosions and fragments in war operations, indicating sequela."
6132,E9990,Y36210S,7,"Involves explosion of aerial bombs in war operations, indicating sequela."
6133,E9990,Y36220S,8,"Relates to explosions of guided missiles in war operations, indicating sequela."
6134,E9990,Y36230S,9,"Involves explosions from improvised explosive devices in war operations, indicating sequela."
6135,E9990,Y36240S,10,"Concerns accidental detonation and discharge of munitions in war operations, indicating sequela."
6136,E9990,Y36250S,11,"Involves fragments from munitions in war operations, indicating sequela."
6137,E9990,Y36260S,12,"Specifically relates to fragments from improvised explosive devices in war operations, indicating sequela."
6138,E9990,Y36270S,13,"Covers fragments from weapons in war operations, indicating sequela."
6139,E9990,Y36290S,14,"Involves other explosions and fragments in military operations, indicating sequela."
6140,E9990,Y36321S,15,Involves incendiary bullets in war operations but refers to civilian context.
6141,E9990,Y36411S,16,Concerns rubber bullets in war operations but specifies civilian context.
6142,E9990,Y36491S,17,Involves other forms of conventional warfare but refers to civilian context.
6143,E9990,Y36511S,18,Involves direct blast effects of nuclear weapons in war operations but refers to civilian context.
6144,E9990,Y366X1S,19,Concerns biological weapons in war operations but refers to civilian context.
6145,E9990,Y367X0S,20,"Involves chemical weapons and unconventional warfare, indicating sequela, but specifies military personnel."
6146,E9991,Y380X2S,1,"Directly relates to terrorism involving explosions, which is a specific type of injury that can occur as a late effect."
6147,E9991,Y381X2S,2,"Involves destruction of aircraft, a specific event related to terrorism, relevant as a late effect."
6148,E9991,Y382X2S,3,"Covers other explosions and fragments, which can also be considered a late effect of terrorism-related injuries."
6149,E9991,Y383X2S,4,"Involves injuries from fires due to terrorism, relevant as a late effect."
6150,E9991,Y384X2S,5,"Relates to injuries from firearms in terrorism, applicable as a late effect."
6151,E9991,Y385X2S,6,"Pertains to injuries from nuclear weapons in terrorism, relevant as a late effect."
6152,E9991,Y386X2S,7,"Covers injuries from biological weapons in terrorism, applicable as a late effect."
6153,E9991,Y387X2S,8,"Involves injuries from chemical weapons in terrorism, relevant as a late effect."
6154,E9991,Y38892S,9,"Encompasses other means of terrorism-related injuries, applicable as a late effect."
6155,E9991,Y389X2S,10,"Covers secondary effects of terrorism injuries, relevant as a late effect."
6156,V0179,Z20828,1,"This code specifically refers to contact with and exposure to other viral communicable diseases, aligning closely with the general description of exposure to other viral diseases."
6157,V0179,Z206,2,"This code is specific to exposure to HIV, which is a viral disease but does not encompass the broader category of 'other viral diseases' indicated in the ICD-9 description."
6158,V0259,Z2239,1,"This code directly corresponds to 'Carrier of other specified bacterial diseases', matching the description of the ICD-9 code."
