icd9_code,icd10_code,rank,reason
9627,0YQ7XZZ,3,"Repair Right Femoral Region, External Approach - femoral hernias are a type of hernia repair."
9627,0YQ8XZZ,4,"Repair Left Femoral Region, External Approach - femoral hernias are a type of hernia repair."
9627,0YQAXZZ,5,"Repair Bilateral Inguinal Region, External Approach - addresses hernias in the inguinal region."
9627,0YQEXZZ,6,"Repair Bilateral Femoral Region, External Approach - addresses hernias in the femoral region."
9627,0DS6XZZ,7,"Reposition Stomach, External Approach - involves repositioning but is not specifically a hernia repair."
9627,0DS9XZZ,8,"Reposition Duodenum, External Approach - involves repositioning but is not specifically a hernia repair."
9627,0DSAXZZ,9,"Reposition Jejunum, External Approach - involves repositioning but is not specifically a hernia repair."
9627,0DSBXZZ,10,"Reposition Ileum, External Approach - involves repositioning but is not specifically a hernia repair."
9627,0DSHXZZ,11,"Reposition Cecum, External Approach - involves repositioning but is not specifically a hernia repair."
9627,0DSKXZZ,12,"Reposition Ascending Colon, External Approach - involves repositioning but is not specifically a hernia repair."
9627,0DSLXZZ,13,"Reposition Transverse Colon, External Approach - involves repositioning but is not specifically a hernia repair."
9627,0DSMXZZ,14,"Reposition Descending Colon, External Approach - involves repositioning but is not specifically a hernia repair."
9627,0DSNXZZ,15,"Reposition Sigmoid Colon, External Approach - involves repositioning but is not specifically a hernia repair."
9628,0DSPXZZ,1,"Repositioning the rectum is the most relevant procedure to the manual reduction of an enterostomy prolapse, which often involves the rectal area."
9628,0DSNXZZ,2,Repositioning the sigmoid colon is also relevant as it may be involved in enterostomy issues.
9628,0DSMXZZ,3,Repositioning the descending colon may relate to enterostomy prolapse as it can affect the overall intestinal structure.
9628,0DSLXZZ,4,Repositioning the transverse colon is relevant but less directly related to enterostomy prolapse.
9628,0DSKXZZ,5,Repositioning the ascending colon may have some relevance but is less likely to be involved in a prolapse compared to lower colon segments.
9628,0DSHXZZ,6,Repositioning the cecum is somewhat related but less likely to be involved in an enterostomy prolapse.
9628,0DSBXZZ,7,Repositioning the ileum is less relevant to the enterostomy prolapse since it is typically distal to where the prolapse would occur.
9628,0DSAXZZ,8,Repositioning the jejunum is not directly relevant to an enterostomy prolapse.
9628,0DS9XZZ,9,Repositioning the duodenum is the least relevant to the procedure of manual reduction of enterostomy prolapse.
9633,3E1G88Z,1,"Irrigation of the Upper GI with an irrigating substance aligns closely with gastric lavage, which involves the introduction of a fluid for cleaning."
9633,3E1G78Z,2,"Irrigation of the Upper GI using an irrigant via an opening is related but less specific than using an irrigating substance, making it a slightly less accurate match."
9636,3E1G78Z,1,Best match for irrigation procedure specific to the upper gastrointestinal tract.
9636,3E1H78Z,2,Irrigation of lower GI is relevant but not the primary focus of the provided ICD-9 description.
9646,3C1ZX8Z,1,Directly matches the irrigation of an indwelling device (ureterostomy) using an external approach.
9646,3E1K38Z,2,"Irrigation of the genitourinary tract using a percutaneous approach is relevant, but not specific to ureterostomy."
9652,3E1B78Z,1,"Directly corresponds to irrigation of the ear using an irrigating substance via an opening, which aligns well with the ICD-9 description."
9652,3E1B88Z,2,"Also involves irrigation of the ear but specifies an endoscopic approach. While it is not the primary method, it is still relevant."
9652,F09Z3XZ,3,Involves cerumen management which is related to ear treatment but does not specifically mention irrigation.
9652,F09Z3ZZ,4,"General cerumen management treatment without specific mention of irrigation, making it the least relevant option."
9653,3E1978Z,1,"This code describes irrigation of the nose using an irrigating substance via an external opening, which closely matches the procedure of irrigation of nasal passages."
9653,3E1988Z,2,"This code describes irrigation of the nose using an irrigating substance endoscopically. While related, it implies a more invasive approach than the standard irrigation of nasal passages."
9654,0CCWXZ0,1,Matches the procedure of dental scaling and debridement for a single upper tooth.
9654,0CCWXZ1,2,Matches the procedure of dental scaling and debridement for multiple upper teeth.
9654,0CCWXZ2,3,Matches the procedure of dental scaling and debridement for all upper teeth.
9654,0CCXXZ0,4,"Similar procedure for a single lower tooth, but not applicable to the given ICD-9 description."
9654,0CCXXZ1,5,"Similar procedure for multiple lower teeth, but not applicable to the given ICD-9 description."
9654,0CCXXZ2,6,"Similar procedure for all lower teeth, but not applicable to the given ICD-9 description."
9655,3E1F78Z,1,"This code directly addresses the irrigation of the respiratory tract, which aligns with the purpose of tracheostomy toilette."
9655,3C1ZX8Z,2,"While this code involves irrigation, it specifically refers to an indwelling device and an external approach, which does not directly match the procedure described."
9656,3E1F88Z,1,"This code specifies irrigation of the respiratory tract using an endoscopic approach, which aligns well with the bronchus and trachea lavage described in the ICD-9 code."
9656,3E1F78Z,2,"This code specifies irrigation of the respiratory tract via an opening, which is less specific than the endoscopic approach. It still relates to the bronchus and trachea lavage but is not as precise."
966,3E0G36Z,1,"This code directly describes the introduction of nutritional substances into the upper gastrointestinal tract, which aligns closely with the enteral infusion of nutritional substances."
966,0DH67UZ,2,"This code involves the insertion of a feeding device into the stomach, which is related to enteral feeding but does not explicitly describe the infusion of nutritional substances."
966,0DH68UZ,3,"Similar to the previous code, this involves insertion of a feeding device into the stomach but via an endoscopic approach. It is related to enteral feeding but does not specifically denote the infusion of nutritional substances."
9670,5A1955Z,1,"This code represents respiratory ventilation for greater than 96 consecutive hours, which aligns with the concept of continuous invasive mechanical ventilation, as it implies a longer duration of ventilation."
9670,5A1945Z,2,"This code represents respiratory ventilation for 24-96 consecutive hours. While not as long as the previous code, it still indicates a significant duration of mechanical ventilation that may be applicable."
9670,5A1935Z,3,This code represents respiratory ventilation for less than 24 consecutive hours. It is the least applicable as it does not align well with the concept of continuous ventilation of unspecified duration.
9671,5A1945Z,1,"This code describes respiratory ventilation for a duration of 24-96 consecutive hours, which aligns with the ICD-9 description of mechanical ventilation for less than 96 hours."
9671,5A1935Z,2,"This code describes respiratory ventilation for less than 24 consecutive hours. While it is a type of ventilation, it does not match the 96-hour limitation in the ICD-9 description."
9701,0D20XUZ,1,"This code specifically refers to changing a feeding device, which aligns well with the replacement of a gastric or esophagostomy tube."
9701,0D20X0Z,2,"This code indicates a change of a drainage device, which is somewhat related but less specific than changing a feeding device."
9701,0D20XYZ,3,"This code is the most generic and does not specify the type of device being changed, making it the least relevant."
9702,0D20XUZ,1,"This code specifically indicates the change of a feeding device in the upper intestinal tract, which closely aligns with the replacement of a gastrostomy tube, as it serves a feeding function."
9702,0D20X0Z,2,"This code indicates the change of a drainage device in the upper intestinal tract, which is somewhat related but does not specify feeding, making it less relevant than the previous option."
9702,0D20XYZ,3,"This code refers to the change of other devices in the upper intestinal tract, which is too vague and not specific to the context of a gastrostomy tube replacement."
9703,0D20XUZ,1,Change Feeding Device in Up Intest Tract is the most specific match for replacing an enterostomy device.
9703,0D20X0Z,2,Change Drainage Device in Up Intest Tract is related but less specific than the feeding device.
9703,0D20XYZ,3,Change Other Device in Up Intest Tract is too vague and does not specifically match the enterostomy device.
9704,0D2DXYZ,1,"Change Other Device in Low Intest Tract, Extern Approach - closely aligns with the concept of replacing a device."
9704,0D2DX0Z,2,"Change Drainage Device in Low Intest Tract, Extern Approach - applicable, but more specific to drainage devices rather than general tube replacement."
9704,0D2DXUZ,3,"Change Feeding Device in Low Intest Tract, Extern Approach - relevant but specifically refers to feeding devices, which may not encompass all tube replacements."
9711,2W08X2Z,1,Exact match for changing a cast on the right upper extremity.
9711,2W09X2Z,2,Exact match for changing a cast on the left upper extremity.
9712,2W0LX2Z,1,"Directly matches the procedure of changing a cast on the lower limb, specifically the right side."
9712,2W0MX2Z,2,"Also matches the procedure of changing a cast on the lower limb, but for the left side instead of the right."
9714,2W00X1Z,1,Change of splint on the head can relate to musculoskeletal immobilization.
9714,2W01X1Z,2,Change of splint on the face can relate to musculoskeletal immobilization.
9714,2W02X1Z,3,Change of splint on the neck can relate to musculoskeletal immobilization.
9714,2W03X1Z,4,Change of splint on the abdominal wall can relate to musculoskeletal immobilization.
9714,2W04X1Z,5,Change of splint on the chest wall can relate to musculoskeletal immobilization.
9714,2W05X1Z,6,Change of splint on the back can relate to musculoskeletal immobilization.
9714,2W06X1Z,7,Change of splint on the right inguinal region can relate to musculoskeletal immobilization.
9714,2W07X1Z,8,Change of splint on the left inguinal region can relate to musculoskeletal immobilization.
9714,2W08X1Z,9,Change of splint on the right upper extremity can relate to musculoskeletal immobilization.
9714,2W09X1Z,10,Change of splint on the left upper extremity can relate to musculoskeletal immobilization.
9714,2W0LX1Z,11,Change of splint on the right lower extremity can relate to musculoskeletal immobilization.
9714,2W0MX1Z,12,Change of splint on the left lower extremity can relate to musculoskeletal immobilization.
9715,0H2PXYZ,1,"Best match; relates to changing a device in the skin, which aligns with the replacement of a wound catheter."
9715,0W20XYZ,2,"Relevant match; changing a device in the head may relate to catheter placement, but less directly than skin."
9715,0W26XYZ,3,Somewhat relevant; changing a device in the neck could be applicable for catheter placement.
9715,0W28XYZ,4,Less relevant; changing a device in the chest wall could relate to catheter procedures but not specifically wound catheters.
9715,0W29XYZ,5,Less relevant; changing a device in the right pleural cavity has limited relation to wound catheters.
9715,0W2BXYZ,6,Less relevant; changing a device in the left pleural cavity has limited relation to wound catheters.
9715,0W2CXYZ,7,Less relevant; changing a device in the mediastinum does not directly relate to wound catheters.
9715,0W2FXYZ,8,Less relevant; changing a device in the abdominal wall has limited relation to wound catheters.
9715,0W2GXYZ,9,Less relevant; changing a device in the peritoneal cavity does not relate to wound catheters.
9715,0W2HXYZ,10,Less relevant; changing a device in the retroperitoneum does not relate to wound catheters.
9715,0W2JXYZ,11,Less relevant; changing a device in the pelvic cavity does not relate to wound catheters.
9715,0W2KXYZ,12,Less relevant; changing a device in the upper back does not relate to wound catheters.
9715,0W2LXYZ,13,Less relevant; changing a device in the lower back does not relate to wound catheters.
9715,0X26XYZ,14,Less relevant; changing a device in the right upper extremity does not relate to wound catheters.
9715,0X27XYZ,15,Less relevant; changing a device in the left upper extremity does not relate to wound catheters.
9715,0Y29XYZ,16,Less relevant; changing a device in the right lower extremity does not relate to wound catheters.
9715,0Y2BXYZ,17,Less relevant; changing a device in the left lower extremity does not relate to wound catheters.
9729,2W00XYZ,1,"Change of device is relevant to the procedure description, and head is a possible site for nonoperative replacements."
9729,2W02XYZ,2,"Change of device is relevant to the procedure description, and neck is a possible site for nonoperative replacements."
9729,2W03XYZ,3,"Change of device is relevant to the procedure description, and abdominal wall can relate to nonoperative replacements."
9729,2W04XYZ,4,"Change of device is relevant to the procedure description, and chest wall can relate to nonoperative replacements."
9729,2W05XYZ,5,"Change of device is relevant to the procedure description, and back can relate to nonoperative replacements."
9729,2W06XYZ,6,"Change of device is relevant to the procedure description, and right inguinal region can relate to nonoperative replacements."
9729,2W07XYZ,7,"Change of device is relevant to the procedure description, and left inguinal region can relate to nonoperative replacements."
9729,2W08XYZ,8,"Change of device is relevant to the procedure description, and right upper extremity can relate to nonoperative replacements."
9729,2W09XYZ,9,"Change of device is relevant to the procedure description, and left upper extremity can relate to nonoperative replacements."
9729,2W0LXYZ,10,"Change of device is relevant to the procedure description, and right lower extremity can relate to nonoperative replacements."
9729,2W0MXYZ,11,"Change of device is relevant to the procedure description, and left lower extremity can relate to nonoperative replacements."
9741,0WP9X0Z,1,Directly matches the procedure of removing a drain device from the right pleural cavity.
9741,0WPBX0Z,2,Matches the procedure of removing a drain device but from the left pleural cavity; still relevant but not the exact side.
9744,02PA3RS,1,"This code specifically refers to the removal of a biventricular external heart assist device from the heart using a percutaneous approach, which closely aligns with the nonoperative removal of a heart assist system."
9744,02PYXDZ,2,"This code refers to the removal of an intraluminal device from a great vessel using an external approach. While it involves removal, it does not specifically mention a heart assist system, making it less precise than the first code."
9749,0WPQXYZ,1,Removal of device from the respiratory tract matches the thorax area.
9749,0WPCXYZ,2,Removal of device from the mediastinum is relevant to the thorax.
9749,0WP8XYZ,3,Removal of device from the chest wall is applicable to the thorax.
9749,0BPT7YZ,4,Removal from the diaphragm is relevant to the thoracic region.
9749,0BPT8YZ,5,Removal from the diaphragm is relevant to the thoracic region.
9749,0BPK7YZ,6,Removal from the right lung is within the thoracic cavity.
9749,0BPK8YZ,7,Removal from the right lung is within the thoracic cavity.
9749,0BPL7YZ,8,Removal from the left lung is within the thoracic cavity.
9749,0BPL8YZ,9,Removal from the left lung is within the thoracic cavity.
9749,0BP07YZ,10,Removal from the tracheobronchial tree is related to thoracic structures.
9749,0BP08YZ,11,Removal from the tracheobronchial tree is related to thoracic structures.
9749,02PA3YZ,12,Removal from the heart is not directly related to the thorax as a whole.
9749,02PY3YZ,13,Removal from a great vessel is not directly related to the thorax as a whole.
9751,0DP6XUZ,1,"This code specifically indicates the removal of a feeding device from the stomach, which is closely related to the removal of a gastrostomy tube used for feeding."
9751,0DP6X0Z,2,"This code indicates the removal of a drainage device from the stomach, which is not specific to gastrostomy tubes and is less relevant."
9752,0DP0X0Z,1,Removal of a drain device from the upper intestinal tract matches the procedure description of removing a tube.
9752,0DP0XUZ,2,"Removal of a feeding device from the upper intestinal tract is relevant as it involves a tube-like structure, but is less specific than the drain device."
9753,0DPDX0Z,1,"This code describes the removal of a drain device from the low intestine tract, which aligns closely with the removal of a tube from the large intestine."
9753,0DPDXUZ,2,"This code involves the removal of a feeding device from the low intestine tract; while related, it is more specific to feeding devices rather than a general tube."
9755,0FPBX0Z,1,"Directly corresponds to removal of a drainage device from the hepatobiliary duct, matching the description of T-tube removal."
9755,0FPBXDZ,2,Removal of an intraluminal device from the hepatobiliary duct is relevant but slightly less specific than the prior code.
9755,0FP0X0Z,3,"Removal of drainage device from the liver is related but does not specify the hepatobiliary duct, making it the least precise match."
9756,0FPGX0Z,1,Directly corresponds to the removal of a drainage device from the pancreas.
9756,0FPDX0Z,2,"Related to the removal of a drain from the pancreatic duct, but more specific to duct rather than the pancreas itself."
9759,0DP07YZ,1,"Removal of Other Device from Up Intest Tract, Via Opening matches the general description of removal from the digestive system."
9759,0DP08YZ,2,"Removal of Other Device from Upper Intestinal Tract, Endo is relevant as it pertains to the digestive system."
9759,0DP57YZ,3,"Removal of Other Device from Esophagus, Via Opening is specific to the digestive system."
9759,0DP58YZ,4,"Removal of Other Device from Esophagus, Endo is specific to the digestive system."
9759,0DP67YZ,5,"Removal of Other Device from Stomach, Via Opening is specific to the digestive system."
9759,0DP68YZ,6,"Removal of Other Device from Stomach, Endo is specific to the digestive system."
9759,0DPD7YZ,7,"Removal of Other Device from Low Intest Tract, Via Opening matches the description as it pertains to the digestive system."
9759,0DPD8YZ,8,"Removal of Other Device from Lower Intestinal Tract, Endo is relevant as it pertains to the digestive system."
9759,0FPB7YZ,9,"Removal of Other Device from Hepatobiliary Duct, Via Opening is related but is a specific part of the digestive system."
9759,0FPB8YZ,10,"Removal of Other Device from Hepatobiliary Duct, Endo is related but specific to a part of the digestive system."
9759,0FPD7YZ,11,"Removal of Other Device from Pancreatic Duct, Via Opening is related but specific to a part of the digestive system."
9759,0FPD8YZ,12,"Removal of Other Device from Pancreatic Duct, Endo is related but specific to a part of the digestive system."
9759,0WPPXYZ,13,"Removal of Other Device from GI Tract, Extern Approach is less specific but still relevant to the digestive system."
9759,2Y53X5Z,14,Removal of Anorectal Packing Material is not a direct match for device removal in the digestive system.
9769,0TPB7YZ,1,"Removal of Other Device from Bladder, Via Opening is a direct match to urinary system and removal of device."
9769,0TPB8YZ,2,"Removal of Other Device from Bladder, Endo is relevant as it pertains to the urinary system and involves removal."
9769,0TPD7YZ,3,"Removal of Other Device from Urethra, Via Opening is relevant as it involves the urinary system."
9769,0TPD8YZ,4,"Removal of Other Device from Urethra, Endo is relevant as it pertains to the urinary system."
9769,0TP57YZ,5,"Removal of Other Device from Kidney, Via Opening is less relevant but still pertains to the urinary system."
9769,0TP58YZ,6,"Removal of Other Device from Kidney, Endo is less relevant but still pertains to the urinary system."
9769,0TP97YZ,7,"Removal of Other Device from Ureter, Via Opening is relevant but less specific than bladder and urethra."
9769,0TP98YZ,8,"Removal of Other Device from Ureter, Endo is relevant but less specific than bladder and urethra."
9769,0WPRXYZ,9,"Removal of Other Device from GU Tract, Extern Approach is too broad and less specific to the urinary system."
9771,0UPD8HZ,1,"This code specifies the removal of a contraceptive device from the uterus and cervix using an endoscopic approach, which aligns closely with the ICD-9 procedure."
9771,0UPD7HZ,2,"This code also specifies the removal of a contraceptive device from the uterus and cervix but indicates an open approach, which is less specific than the endoscopic approach in the context of the procedure."
9774,0UPH7DZ,1,"This code specifies the removal of an intraluminal device from the vagina, which aligns well with the procedure of removing a vaginal pessary."
9774,0UPHXDZ,2,This code also refers to the removal of an intraluminal device from the vagina but specifies an external approach. It is less specific to the procedure of removing a vaginal pessary compared to the first code.
9785,2W55X5Z,1,"Directly corresponds to removal of packing material from the trunk area, which includes the back."
9785,2W56X5Z,2,"Refers to removal of packing material from the right inguinal region, which is part of the trunk but more specific."
9785,2W57X5Z,3,"Refers to removal of packing material from the left inguinal region, also part of the trunk but more specific."
9787,0WPKXYZ,1,Directly matches the procedure of removing a device from the trunk area (upper back).
9787,0WPLXYZ,2,"Similar procedure of removing a device, but from the lower back, which is still considered part of the trunk."
9789,0HPPXYZ,1,"Removal of other device matches the description, external approach, and is not specific to any extremity."
9789,0XP6XYZ,2,"Removal of other device from right upper extremity matches the description, external approach."
9789,0XP7XYZ,3,"Removal of other device from left upper extremity matches the description, external approach."
9789,0YP9XYZ,4,"Removal of other device from right lower extremity matches the description, external approach."
9789,0YPBXYZ,5,"Removal of other device from left lower extremity matches the description, external approach."
9789,8E0XXY8,6,Suture removal is not a match for removal of a therapeutic device.
9789,8E0YXY8,7,Suture removal is not a match for removal of a therapeutic device.
9802,0DC58ZZ,1,"This code describes the extirpation (removal) of matter from the esophagus using an endoscopic approach, which aligns with the procedure of removing an intraluminal foreign body without incision."
9802,0DC57ZZ,2,"This code describes the extirpation of matter from the esophagus via an opening, but it does not specify the endoscopic approach, making it less appropriate than the first option."
9803,0DC68ZZ,1,Endoscopic removal of matter from the stomach matches the non-incisional approach described in ICD-9.
9803,0DC67ZZ,2,Open approach for removal of matter from the stomach is semantically acceptable but less precise than endoscopic.
9803,0DC88ZZ,3,Endoscopic removal of matter from the small intestine is appropriate given the procedure's context but does not include the stomach.
9803,0DC87ZZ,4,Open approach for removal of matter from the small intestine is semantically acceptable but less relevant than those involving the stomach.
9804,0DCE8ZZ,1,"This code describes the extirpation of matter (foreign body) from the large intestine using an endoscopic approach, which aligns with the procedure of removing an intraluminal foreign body without incision."
9804,0DCE7ZZ,2,"This code describes the extirpation of matter from the large intestine via an opening, which is less specific to the endoscopic approach mentioned in the ICD-9 description but still relates to the removal of a foreign body."
9805,0DCP7ZZ,1,Extirpation of matter from the rectum via opening matches the description of removal without incision.
9805,0DCP8ZZ,2,Extirpation of matter from the rectum endoscopically is a valid method of removal and closely matches the procedure.
9805,0DCQ7ZZ,3,Extirpation of matter from the anus via opening is relevant as it involves removal from the anal region.
9805,0DCQ8ZZ,4,Extirpation of matter from the anus endoscopically is also a valid method of removal but less direct than 0DCQ7ZZ.
9805,0DCQXZZ,5,Extirpation of matter from the anus using an external approach is less relevant to the procedure described as it implies no direct access to the lumen.
9813,0CCM8ZZ,1,The procedure involves endoscopic removal (endo) which is consistent with removal of a foreign body from the pharynx without incision.
9813,0CCM7ZZ,2,"This code represents extirpation via an opening, but it is less specific than the endoscopic approach and may not fully capture the non-incisional aspect."
9814,0CCS8ZZ,1,"The procedure involves endoscopic removal of matter from the larynx, which aligns closely with the removal of an intraluminal foreign body without incision."
9814,0CCS7ZZ,2,"The procedure involves extirpation of matter from the larynx via an opening, which is less specific than the endoscopic approach but still relevant."
9815,0BC18ZZ,1,Endoscopic removal of intraluminal foreign body from the trachea aligns with the description of the ICD-9 procedure.
9815,0BC38ZZ,2,Endoscopic removal of intraluminal foreign body from the right main bronchus is a close match to the ICD-9 procedure.
9815,0BC78ZZ,3,Endoscopic removal of intraluminal foreign body from the left main bronchus is also a relevant match to the ICD-9 procedure.
9815,0BC17ZZ,4,"Removal of matter from the trachea via opening is related, but lacks the endoscopic specificity present in the ICD-9 description."
9815,0BC37ZZ,5,Removal of matter from the right main bronchus via opening is relevant but does not specify the endoscopic approach.
9815,0BC77ZZ,6,Removal of matter from the left main bronchus via opening is relevant but lacks the endoscopic specificity.
9816,0UC97ZZ,1,"This code describes the removal (extirpation) of matter from the uterus via an opening, which aligns with the procedure of removing a foreign body without incision."
9816,0UC98ZZ,2,"This code describes the removal (extirpation) of matter from the uterus using an endoscopic approach. While it matches the procedure conceptually, it implies a specific technique that may not align with the 'without incision' requirement."
9817,0UCG7ZZ,1,"The procedure involves removal of a foreign body from the vagina, which aligns with 'Extirpation of Matter from Vagina, Via Opening'. This reflects the 'via opening' approach without incision."
9817,0UCG8ZZ,2,"This code also pertains to the removal of matter from the vagina but specifies an endoscopic approach. While relevant, it may not perfectly align with the non-incisional nature of the original procedure."
9817,0UCGXZZ,3,"This code specifies an external approach for extirpation of matter from the vagina, which does not match the procedural approach implied in the ICD-9 description."
9818,0DCE7ZZ,1,"Extirpation of matter from the large intestine, which is the most relevant body part associated with an artificial stoma (like a colostomy)."
9818,0DCE8ZZ,2,"Extirpation of matter from the large intestine, endoscopic approach, still relevant to artificial stoma."
9818,0BC17ZZ,3,"Extirpation of matter from the trachea via opening, somewhat related but not as relevant as large intestine."
9818,0BC18ZZ,4,"Extirpation of matter from the trachea endoscopically, similar reasoning as above."
9818,0TCB7ZZ,5,"Extirpation of matter from the bladder via opening, somewhat related but less relevant to stoma."
9818,0TCB8ZZ,6,"Extirpation of matter from the bladder endoscopically, similar reasoning as above."
9818,0TC67ZZ,7,"Extirpation of matter from the right ureter via opening, less relevant to an artificial stoma."
9818,0TC68ZZ,8,"Extirpation of matter from the right ureter endoscopically, similar reasoning as above."
9818,0TC77ZZ,9,"Extirpation of matter from the left ureter via opening, less relevant to an artificial stoma."
9818,0TC78ZZ,10,"Extirpation of matter from the left ureter endoscopically, similar reasoning as above."
9819,0TCD7ZZ,1,Matches the procedure of removal (extirpation) of intraluminal foreign body from the urethra via the natural opening.
9819,0TCD8ZZ,2,"Also matches the procedure of removal (extirpation) of intraluminal foreign body from the urethra, but specifies an endoscopic approach, which is less common for this specific scenario."
9819,0TCDXZZ,3,"Matches the procedure of removal (extirpation) of matter from the urethra, but uses an external approach, which does not align with the defined procedure of removal without incision."
9821,08C0XZZ,1,"This code describes the removal (extirpation) of matter specifically from the right eye, which aligns with the procedure of removing a foreign body from the eye without incision."
9821,08C1XZZ,2,"This code describes the removal (extirpation) of matter specifically from the left eye, which is also relevant to the procedure of removing a foreign body from the eye without incision."
9822,0HC4XZZ,1,"Directly relates to the neck area, consistent with the procedure of removal without incision."
9822,0HC1XZZ,2,"Pertains to the face, which is part of the head and neck, and involves removal without incision."
9822,0HC0XZZ,3,"Involves removal from the scalp skin, also part of the head and neck region."
9822,0WCHXZZ,4,"No_good_match: pertains to the retroperitoneum, which is unrelated to the head and neck."
9824,0VC5XZZ,1,Directly matches the procedure of removing foreign matter from the scrotum via an external approach.
9824,0VCSXZZ,2,"Matches the procedure of removing foreign matter from the penis via an external approach, but is not the primary site indicated in the ICD-9 code."
9825,0HC5XZZ,1,Best match for removal of foreign body from the trunk area (chest) without incision.
9825,0HC6XZZ,2,Good match for removal of foreign body from the trunk area (back) without incision.
9825,0HC7XZZ,3,"Less relevant as it refers to the abdomen, which is not specified in the ICD-9 description."
9826,0HCFXZZ,1,"Matches the procedure of removal of foreign body from the right hand without incision, with external approach."
9826,0HCGXZZ,2,"Matches the procedure of removal of foreign body from the left hand without incision, with external approach."
9827,0HCBXZZ,1,Directly matches the procedure of removing a foreign body from the right upper arm skin without incision.
9827,0HCCXZZ,2,Directly matches the procedure of removing a foreign body from the left upper arm skin without incision.
9827,0HCDXZZ,3,"Matches the procedure but specifies the right lower arm, which is less relevant than upper limb."
9827,0HCEXZZ,4,"Matches the procedure but specifies the left lower arm, which is less relevant than upper limb."
9829,0HCKXZZ,1,Extirpation of matter from the right lower leg skin directly matches the procedure of removing a foreign body from the lower limb.
9829,0HCLXZZ,2,Extirpation of matter from the left lower leg skin directly matches the procedure of removing a foreign body from the lower limb.
9829,0HCHXZZ,3,"Extirpation of matter from the right upper leg skin is not as relevant since the procedure specifies the lower limb, but it is still an extirpation."
9829,0HCJXZZ,4,"Extirpation of matter from the left upper leg skin is not as relevant since the procedure specifies the lower limb, but it is still an extirpation."
9851,0WFRXZZ,1,"Covers fragmentation across the entire genitourinary tract, which includes the kidney, ureter, and bladder."
9851,0TF3XZZ,2,"Specifically describes fragmentation in the right kidney pelvis, directly related to the procedure."
9851,0TF4XZZ,3,"Specifically describes fragmentation in the left kidney pelvis, directly related to the procedure."
9851,0TF6XZZ,4,"Describes fragmentation in the right ureter, relevant to the procedure."
9851,0TF7XZZ,5,"Describes fragmentation in the left ureter, relevant to the procedure."
9851,0TFBXZZ,6,"Describes fragmentation in the bladder, relevant to the procedure."
9851,0TFCXZZ,7,"Describes fragmentation in the bladder neck, which is less directly related to the overall procedure of ESWL."
9852,0FF9XZZ,1,"Directly relates to fragmentation in the common bile duct, which is involved in ESWL of the bile duct."
9852,0FF4XZZ,2,"Relates to fragmentation in the gallbladder, which is part of the procedure for ESWL of the gallbladder."
9852,0FF8XZZ,3,"Relates to fragmentation in the cystic duct, which can be involved in gallbladder procedures."
9852,0FF5XZZ,4,"Relates to fragmentation in the right hepatic duct, which is anatomically related but less specific to gallbladder."
9852,0FF6XZZ,5,"Relates to fragmentation in the left hepatic duct, which is anatomically related but less specific to gallbladder."
9852,0FF7XZZ,6,"Relates to fragmentation in the common hepatic duct, which is anatomically related but less specific to gallbladder."
9859,0UF5XZZ,1,Fragmentation in Left Fallopian Tube matches the procedure of lithotripsy on a specific site.
9859,0UF6XZZ,2,Fragmentation in Left Fallopian Tube matches the procedure of lithotripsy on a specific site.
9859,0UF7XZZ,3,Fragmentation in Bilateral Fallopian Tubes matches the procedure of lithotripsy on a specific site.
9859,0UF9XZZ,4,Fragmentation in Uterus matches the procedure of lithotripsy on a specific site.
9859,0TFDXZZ,5,Fragmentation in Urethra matches the procedure of lithotripsy on a specific site.
9859,08F4XZZ,6,Fragmentation in Right Vitreous matches the procedure of lithotripsy on a specific site.
9859,08F5XZZ,7,Fragmentation in Left Vitreous matches the procedure of lithotripsy on a specific site.
9859,0WF1XZZ,8,Fragmentation in Cranial Cavity does not match the procedure of lithotripsy as it is not an appropriate site.
9859,0WF3XZZ,9,Fragmentation in Oral Cavity and Throat does not match the procedure of lithotripsy as it is not an appropriate site.
9859,0WF9XZZ,10,Fragmentation in Right Pleural Cavity does not match the procedure of lithotripsy as it is not an appropriate site.
9859,0WFBXZZ,11,Fragmentation in Left Pleural Cavity does not match the procedure of lithotripsy as it is not an appropriate site.
9859,0WFCXZZ,12,Fragmentation in Mediastinum does not match the procedure of lithotripsy as it is not an appropriate site.
9859,0WFGXZZ,13,Fragmentation in Peritoneal Cavity does not match the procedure of lithotripsy as it is not an appropriate site.
9859,0WFJXZZ,14,Fragmentation in Pelvic Cavity does not match the procedure of lithotripsy as it is not an appropriate site.
9859,0WFPXZZ,15,Fragmentation in Gastrointestinal Tract does not match the procedure of lithotripsy as it is not an appropriate site.
9859,0WFQXZZ,16,Fragmentation in Respiratory Tract does not match the procedure of lithotripsy as it is not an appropriate site.
9900,30233H0,1,"This code refers to the transfusion of autologous whole blood via a peripheral vein, which closely matches the procedure of perioperative autologous transfusion of whole blood."
9900,30233N0,2,"This code refers to the transfusion of autologous red blood cells via a peripheral vein. While it does not specify whole blood, it is still related to the transfusion process."
9900,30243H0,3,This code refers to the transfusion of autologous whole blood via a central vein. It is a valid match but not as closely related as the peripheral vein options.
9900,30243N0,4,This code refers to the transfusion of autologous red blood cells via a central vein. Similar reasoning as the previous code applies.
9900,30253H0,5,This code refers to the transfusion of autologous whole blood via a peripheral artery. This is less common for transfusions but still a form of autologous transfusion.
